32,8 106 120
31,9 100 120
30,10 94 120
29,11 94 110
28,12 91 103
27,13 88 98
26,14 85 90
25,15 79 90
24,16 79 88
23,17 76 85
22,18 73 83
21,19 70 79
20,20 69 81
19,21 69 75
18,22 69 75
17,23 69 74
16,24 69 75
15,25 69 76
14,26 69 74
13,27 69 77
12,28 69 75
11,29 69 81
10,30 69 120
9,31 69 120
8,32 69 120
32,7 97 120
31,8 92 120
30,9 86 120
29,10 83 94
28,11 83 101
27,12 80 97
26,13 77 88
25,14 74 78
24,15 71 81
23,16 69 80
22,17 67 77
21,18 65 75
20,19 64 75
19,20 64 72
18,21 64 72
17,22 64 71
16,23 64 69
15,24 64 71
14,25 64 69
13,26 64 70
12,27 64 73
11,28 64 79
10,29 65 70
9,30 64 120
8,31 64 120
7,32 66 120
32,6 88 120
31,7 82 120
30,8 78 120
29,9 75 120
28,10 75 83
27,11 72 86
26,12 69 83
25,13 66 77
24,14 64 74
23,15 62 73
22,16 61 70
21,17 60 70
20,18 59 66
19,19 59 67
18,20 59 69
17,21 59 65
16,22 59 66
15,23 59 64
14,24 59 64
13,25 59 66
12,26 59 63
11,27 59 67
10,28 59 65
9,29 59 120
8,30 59 120
7,31 61 120
6,32 62 120
32,5 79 120
31,6 74 120
30,7 70 120
29,8 68 81
28,9 68 82
27,10 65 72
26,11 62 79
25,12 60 73
24,13 58 70
23,14 57 68
22,15 56 68
21,16 55 66
20,17 54 64
19,18 54 63
18,19 54 62
17,20 54 63
16,21 54 61
15,22 54 60
14,23 54 62
13,24 54 58
12,25 54 62
11,26 54 65
10,27 54 61
9,28 54 60
8,29 54 61
7,30 56 120
6,31 57 120
5,32 59 120
32,4 70 120
31,5 66 120
30,6 63 120
29,7 60 120
28,8 61 78
27,9 58 80
26,10 56 73
25,11 54 66
24,12 53 66
23,13 52 66
22,14 51 62
21,15 50 62
20,16 49 61
19,17 49 60
18,18 49 61
17,19 49 60
16,20 49 58
15,21 49 59
14,22 49 55
13,23 49 57
12,24 49 58
11,25 49 58
10,26 49 56
9,27 49 61
8,28 49 61
7,29 51 120
6,30 52 120
5,31 54 120
4,32 56 120
32,3 65 120
31,4 62 120
30,5 57 120
29,6 57 120
28,7 54 82
27,8 52 67
26,9 50 68
25,10 49 66
24,11 48 61
23,12 47 62
22,13 46 57
21,14 45 59
20,15 44 57
19,16 44 54
18,17 44 53
17,18 44 54
16,19 44 51
15,20 44 53
14,21 44 55
13,22 44 51
12,23 44 53
11,24 44 54
10,25 45 53
9,26 44 58
8,27 44 54
7,28 46 59
6,29 47 120
5,30 49 120
4,31 51 120
3,32 53 120
32,2 59 120
31,3 54 120
30,4 52 120
29,5 50 120
28,6 48 69
27,7 46 67
26,8 45 61
25,9 44 60
24,10 43 59
23,11 42 54
22,12 41 56
21,13 40 56
20,14 39 53
19,15 39 53
18,16 39 53
17,17 39 48
16,18 39 48
15,19 39 51
14,20 39 51
13,21 39 50
12,22 39 51
11,23 39 49
10,24 39 51
9,25 39 50
8,26 39 50
7,27 41 55
6,28 43 52
5,29 44 120
4,30 46 120
3,31 48 120
2,32 50 120
32,1 53 120
31,2 50 120
30,3 51 120
29,4 48 120
28,5 46 57
27,6 44 57
26,7 43 56
25,8 42 58
24,9 41 54
23,10 40 54
22,11 39 48
21,12 38 51
20,13 37 47
19,14 37 48
18,15 37 49
17,16 37 47
16,17 37 48
15,18 37 47
14,19 37 47
13,20 37 46
12,21 36 47
11,22 36 47
10,23 36 46
9,24 37 46
8,25 37 48
7,26 37 48
6,27 40 51
5,28 40 50
4,29 44 120
3,30 44 120
2,31 48 120
1,32 48 120
32,0 46 120
31,1 44 120
30,2 42 120
29,3 41 50
28,4 40 54
27,5 39 55
26,6 38 51
25,7 37 54
24,8 36 48
23,9 35 50
22,10 34 47
21,11 33 47
20,12 32 45
19,13 32 44
18,14 32 43
17,15 32 44
16,16 32 45
15,17 32 44
14,18 32 44
13,19 32 43
12,20 32 41
11,21 32 44
10,22 32 41
9,23 32 43
8,24 32 45
7,25 34 46
6,26 35 46
5,27 37 47
4,28 38 46
3,29 40 46
2,30 42 120
1,31 44 120
0,32 46 120
31,0 43 120
30,1 41 120
29,2 40 120
28,3 39 48
27,4 38 54
26,5 37 48
25,6 36 48
24,7 35 46
23,8 34 45
22,9 33 45
21,10 32 45
20,11 31 43
19,12 31 39
18,13 31 43
17,14 31 42
16,15 31 43
15,16 31 40
14,17 31 40
13,18 31 38
12,19 31 41
11,20 31 39
10,21 31 41
9,22 31 41
8,23 31 42
7,24 31 42
6,25 33 43
5,26 34 45
4,27 36 48
3,28 37 45
2,29 39 120
1,30 41 120
0,31 43 120
30,0 40 120
29,1 39 47
28,2 38 49
27,3 37 47
26,4 36 47
25,5 35 43
24,6 34 43
23,7 33 40
22,8 32 41
21,9 30 41
20,10 30 39
19,11 30 40
18,12 30 39
17,13 30 40
16,14 30 38
15,15 30 38
14,16 30 36
13,17 30 38
12,18 30 38
11,19 30 38
10,20 30 38
9,21 30 39
8,22 30 39
7,23 30 38
6,24 30 41
5,25 32 39
4,26 34 38
3,27 35 43
2,28 37 42
1,29 38 42
0,30 40 120
29,0 38 44
28,1 37 48
27,2 36 40
26,3 35 37
25,4 34 43
24,5 33 42
23,6 32 41
22,7 31 39
21,8 30 37
20,9 29 38
19,10 29 37
18,11 29 37
17,12 29 35
16,13 29 35
15,14 29 36
14,15 29 35
13,16 29 37
12,17 29 37
11,18 29 34
10,19 29 36
9,20 29 36
8,21 29 35
7,22 29 37
6,23 29 37
5,24 31 39
4,25 32 39
3,26 33 38
2,27 35 39
1,28 36 46
0,29 38 47
28,0 36 40
27,1 35 39
26,2 34 39
25,3 33 37
24,4 32 38
23,5 31 38
22,6 30 37
21,7 29 36
20,8 28 36
19,9 28 34
18,10 28 34
17,11 28 31
16,12 28 35
15,13 28 34
14,14 28 34
13,15 28 33
12,16 28 33
11,17 28 34
10,18 28 32
9,19 28 34
8,20 28 34
7,21 28 34
6,22 28 37
5,23 28 36
4,24 30 36
3,25 31 35
2,26 33 38
1,27 34 38
0,28 36 39
27,0 34 36
26,1 33 35
25,2 32 36
24,3 31 34
23,4 30 34
22,5 29 33
21,6 28 35
20,7 27 34
19,8 27 32
18,9 27 32
17,10 27 33
16,11 27 32
15,12 27 31
14,13 27 31
13,14 27 31
12,15 27 31
11,16 27 31
10,17 27 30
9,18 27 32
8,19 27 32
7,20 27 32
6,21 27 32
5,22 27 32
4,23 27 33
3,24 29 34
2,25 31 36
1,26 32 35
0,27 34 39
26,0 32 34
25,1 31 33
24,2 30 34
23,3 29 33
22,4 28 32
21,5 27 33
20,6 26 31
19,7 26 31
18,8 26 31
17,9 26 30
16,10 26 31
15,11 26 30
14,12 26 30
13,13 26 29
12,14 26 29
11,15 26 30
10,16 26 28
9,17 26 29
8,18 26 30
7,19 26 31
6,20 26 29
5,21 26 31
4,22 26 31
3,23 28 31
2,24 29 32
1,25 30 33
0,26 32 34
25,0 30 32
24,1 29 32
23,2 28 32
22,3 27 30
21,4 26 29
20,5 25 30
19,6 25 29
18,7 25 29
17,8 25 29
16,9 25 29
15,10 25 28
14,11 25 27
13,12 25 27
12,13 25 27
11,14 25 27
10,15 25 27
9,16 25 28
8,17 25 28
7,18 25 27
6,19 25 27
5,20 25 28
4,21 25 28
3,22 25 29
2,23 27 30
1,24 28 31
0,25 30 32
24,0 28 29
23,1 27 30
22,2 26 28
21,3 25 28
20,4 24 28
19,5 24 27
18,6 24 27
17,7 24 27
16,8 24 28
15,9 24 27
14,10 24 26
13,11 24 25
12,12 24 25
11,13 24 26
10,14 24 25
9,15 24 25
8,16 24 26
7,17 24 26
6,18 24 26
5,19 24 26
4,20 24 27
3,21 24 28
2,22 25 28
1,23 26 29
0,24 28 30
23,0 26 27
22,1 25 27
21,2 24 26
20,3 23 26
19,4 23 26
18,5 23 25
17,6 23 25
16,7 23 24
15,8 23 25
14,9 23 24
13,10 23 24
12,11 23 23
11,12 23 24
10,13 23 24
9,14 23 25
8,15 23 24
7,16 23 25
6,17 23 25
5,18 23 25
4,19 23 25
3,20 23 25
2,21 23 26
1,22 24 26
0,23 26 28
22,0 24 25
21,1 23 25
20,2 22 23
19,3 22 24
18,4 22 24
17,5 22 23
16,6 22 22
15,7 22 23
14,8 22 23
13,9 22 23
12,10 22 23
11,11 22 23
10,12 22 23
9,13 22 22
8,14 22 22
7,15 22 23
6,16 22 24
5,17 22 23
4,18 22 23
3,19 22 23
2,20 22 24
1,21 22 25
0,22 24 25
21,0 22 23
20,1 21 22
19,2 21 23
18,3 21 22
17,4 21 22
16,5 21 21
15,6 21 21
14,7 21 21
13,8 21 21
12,9 21 21
11,10 21 21
10,11 21 22
9,12 21 21
8,13 21 21
7,14 21 21
6,15 21 22
5,16 21 21
4,17 21 22
3,18 21 21
2,19 21 23
1,20 21 23
0,21 21 23